main_to_int,n_substrates,n_extra_vars,iteration,mtry,nrounds,max_depth,k
0.5,40,1,18,4,20,6,9
0.5,40,3,18,6,30,6,7
0.5,40,5,18,5,20,6,7
0.5,40,10,18,7,30,4,11
0.5,40,20,18,17,30,4,13
0.5,40,30,18,33,30,4,13
0.5,40,40,18,32,30,4,13
0.5,40,50,18,53,30,4,13
0.5,40,0,19,3,50,4,7
0.5,40,1,19,4,30,4,7
0.5,40,3,19,5,30,4,11
0.5,40,5,19,5,30,4,13
0.5,40,10,19,10,30,4,11
0.5,40,20,19,23,30,4,13
0.5,40,30,19,17,30,4,13
0.5,40,40,19,43,30,4,13
0.5,40,50,19,14,20,4,11
0.5,40,0,20,3,50,4,13
0.5,40,1,20,4,50,4,9
0.5,40,3,20,4,30,4,5
0.5,40,5,20,5,30,6,13
0.5,40,10,20,7,30,4,13
0.5,40,20,20,23,30,4,13
0.5,40,30,20,25,30,4,13
0.5,40,40,20,32,30,4,13
0.5,40,50,20,40,30,4,13
0.5,40,0,21,3,50,4,5
0.5,40,1,21,4,50,4,7
0.5,40,3,21,6,50,4,7
0.5,40,5,21,6,30,4,13
0.5,40,10,21,13,30,4,9
0.5,40,20,21,23,30,4,13
0.5,40,30,21,25,30,4,13
0.5,40,40,21,32,30,4,13
0.5,40,50,21,27,30,4,13
0.5,40,0,22,3,50,4,5
0.5,40,1,22,4,50,4,5
0.5,40,3,22,4,30,4,5
0.5,40,5,22,8,20,6,13
0.5,40,10,22,7,30,4,9
0.5,40,20,22,12,30,4,13
0.5,40,30,22,25,30,4,13
0.5,40,40,22,32,30,4,13
0.5,40,50,22,27,30,4,13
0.5,40,0,23,3,50,4,7
0.5,40,1,23,4,50,4,5
0.5,40,3,23,5,50,4,7
0.5,40,5,23,8,30,4,5
0.5,40,10,23,10,30,4,13
0.5,40,20,23,17,30,4,11
0.5,40,30,23,25,20,6,13
0.5,40,40,23,43,30,4,13
0.5,40,50,23,40,20,4,13
0.5,40,0,24,3,50,4,11
0.5,40,1,24,3,50,4,7
0.5,40,3,24,4,20,6,7
0.5,40,5,24,6,30,4,13
0.5,40,10,24,10,30,4,9
0.5,40,20,24,17,20,4,13
0.5,40,30,24,25,20,4,13
0.5,40,40,24,32,20,4,13
0.5,40,50,24,40,20,4,13
0.5,40,0,25,3,50,4,7
0.5,40,1,25,3,50,4,7
0.5,40,3,25,4,30,4,5
0.5,40,5,25,5,30,4,9
0.5,40,10,25,10,30,4,13
0.5,40,20,25,17,20,6,13
0.5,40,30,25,25,30,4,13
0.5,40,40,25,32,30,4,13
0.5,40,50,25,40,30,4,7
0.5,40,0,26,3,50,4,9
0.5,40,1,26,3,50,4,5
0.5,40,3,26,5,30,4,11
0.5,40,5,26,8,20,6,13
0.5,40,10,26,10,30,4,9
0.5,40,20,26,17,30,4,13
0.5,40,30,26,17,20,4,13
0.5,40,40,26,12,20,6,13
0.5,40,50,26,27,20,4,13
0.5,40,0,27,3,50,4,11
0.5,40,1,27,3,50,4,9
0.5,40,3,27,4,30,4,7
0.5,40,5,27,5,50,4,11
0.5,40,10,27,10,30,4,11
0.5,40,20,27,17,20,6,13
0.5,40,30,27,25,30,4,13
0.5,40,40,27,32,20,6,13
0.5,40,50,27,40,30,4,13
0.5,40,0,28,3,50,4,7
0.5,40,1,28,4,50,4,7
0.5,40,3,28,5,50,4,9
0.5,40,5,28,6,20,6,5
0.5,40,10,28,4,30,4,7
0.5,40,20,28,12,30,4,13
0.5,40,30,28,9,30,4,13
0.5,40,40,28,32,20,6,13
0.5,40,50,28,27,30,4,13
0.5,40,0,29,3,50,4,5
0.5,40,1,29,4,30,6,5
0.5,40,3,29,6,20,6,5
0.5,40,5,29,8,30,4,9
0.5,40,10,29,10,30,4,9
0.5,40,20,29,17,30,4,9
0.5,40,30,29,33,30,4,13
0.5,40,40,29,43,20,6,13
0.5,40,50,29,40,30,4,13
0.5,40,0,30,3,50,4,7
0.5,40,1,30,3,30,4,7
0.5,40,3,30,5,50,4,5
0.5,40,5,30,6,30,4,9
0.5,40,10,30,10,30,4,11
0.5,40,20,30,17,20,4,13
0.5,40,30,30,25,30,4,13
0.5,40,40,30,32,20,6,13
0.5,40,50,30,40,30,4,13
0.5,50,0,1,3,50,4,11
0.5,50,1,1,3,50,4,9
0.5,50,3,1,6,50,4,9
0.5,50,5,1,6,30,4,7
0.5,50,10,1,10,50,4,7
0.5,50,20,1,23,30,4,13
0.5,50,30,1,33,50,4,13
0.5,50,40,1,32,30,4,11
0.5,50,50,1,53,30,4,13
0.5,50,0,2,2,50,4,9
0.5,50,1,2,3,30,6,5
0.5,50,3,2,4,50,4,9
0.5,50,5,2,5,30,4,5
0.5,50,10,2,10,30,4,13
0.5,50,20,2,17,30,4,13
0.5,50,30,2,25,30,4,13
0.5,50,40,2,32,30,4,13
0.5,50,50,2,53,30,4,11
0.5,50,0,3,3,50,4,13
0.5,50,1,3,2,50,4,9
0.5,50,3,3,6,50,4,5
0.5,50,5,3,8,50,4,13
0.5,50,10,3,10,30,4,13
0.5,50,20,3,17,30,4,13
0.5,50,30,3,25,20,6,13
0.5,50,40,3,43,30,4,13
0.5,50,50,3,53,30,4,13
0.5,50,0,4,2,50,4,7
0.5,50,1,4,3,50,4,9
0.5,50,3,4,5,30,6,7
0.5,50,5,4,6,50,4,11
0.5,50,10,4,10,20,6,9
0.5,50,20,4,17,20,6,13
0.5,50,30,4,25,30,4,13
0.5,50,40,4,22,30,4,13
0.5,50,50,4,27,30,4,13
0.5,50,0,5,3,50,4,11
0.5,50,1,5,3,50,4,7
0.5,50,3,5,5,20,6,5
0.5,50,5,5,8,50,4,7
0.5,50,10,5,13,30,4,7
0.5,50,20,5,23,30,4,13
0.5,50,30,5,25,30,4,13
0.5,50,40,5,43,20,4,13
0.5,50,50,5,40,20,4,13
0.5,50,0,6,2,50,4,5
0.5,50,1,6,3,50,4,7
0.5,50,3,6,5,50,4,9
0.5,50,5,6,8,50,4,9
0.5,50,10,6,10,30,4,9
0.5,50,20,6,17,30,4,13
0.5,50,30,6,33,20,6,13
0.5,50,40,6,43,30,4,13
0.5,50,50,6,40,20,6,13
0.5,50,0,7,3,50,4,9
0.5,50,1,7,4,50,4,9
0.5,50,3,7,5,50,4,7
0.5,50,5,7,6,30,4,7
0.5,50,10,7,10,30,4,13
0.5,50,20,7,23,30,4,13
0.5,50,30,7,33,30,4,13
0.5,50,40,7,32,30,4,13
0.5,50,50,7,40,20,6,13
0.5,50,0,8,3,50,4,11
0.5,50,1,8,3,50,4,11
0.5,50,3,8,5,30,6,7
0.5,50,5,8,6,20,6,13
0.5,50,10,8,13,50,4,13
0.5,50,20,8,17,30,4,13
0.5,50,30,8,17,30,4,13
0.5,50,40,8,32,20,6,11
0.5,50,50,8,27,30,4,13
0.5,50,0,9,3,50,4,5
0.5,50,1,9,4,50,4,11
0.5,50,3,9,6,30,6,7
0.5,50,5,9,5,50,4,13
0.5,50,10,9,13,30,4,11
0.5,50,20,9,17,30,4,13
0.5,50,30,9,25,30,4,13
0.5,50,40,9,32,30,4,13
0.5,50,50,9,40,30,4,13
0.5,50,0,10,3,50,4,9
0.5,50,1,10,3,50,4,13
0.5,50,3,10,5,50,4,7
0.5,50,5,10,8,30,4,9
0.5,50,10,10,10,30,4,13
0.5,50,20,10,23,20,6,13
0.5,50,30,10,25,20,6,9
0.5,50,40,10,32,20,6,13
0.5,50,50,10,40,30,4,13
0.5,50,0,11,3,50,4,11
0.5,50,1,11,3,50,4,9
0.5,50,3,11,6,50,4,9
0.5,50,5,11,6,50,4,13
0.5,50,10,11,13,30,4,9
0.5,50,20,11,17,30,4,13
0.5,50,30,11,25,30,4,13
0.5,50,40,11,43,30,4,13
0.5,50,50,11,53,30,4,13
0.5,50,0,12,3,50,4,13
0.5,50,1,12,3,50,4,9
0.5,50,3,12,5,50,4,7
0.5,50,5,12,6,50,4,7
0.5,50,10,12,10,30,6,9
0.5,50,20,12,12,30,4,13
0.5,50,30,12,25,30,4,13
0.5,50,40,12,32,30,4,13
0.5,50,50,12,53,30,4,13
0.5,50,0,13,2,50,4,11
0.5,50,1,13,4,50,4,5
0.5,50,3,13,6,30,4,9
0.5,50,5,13,6,30,4,9
0.5,50,10,13,10,50,4,13
0.5,50,20,13,23,30,4,13
0.5,50,30,13,33,30,4,13
0.5,50,40,13,43,30,4,13
0.5,50,50,13,53,30,4,13
0.5,50,0,14,3,50,4,7
0.5,50,1,14,4,50,4,7
0.5,50,3,14,6,30,4,7
0.5,50,5,14,6,30,4,11
0.5,50,10,14,13,30,4,7
0.5,50,20,14,17,30,4,13
0.5,50,30,14,33,30,4,13
0.5,50,40,14,32,30,4,13
0.5,50,50,14,40,30,4,13
0.5,50,0,15,2,50,4,13
0.5,50,1,15,3,50,4,9
0.5,50,3,15,5,50,4,9
0.5,50,5,15,6,30,4,7
0.5,50,10,15,13,50,4,9
0.5,50,20,15,17,30,4,13
0.5,50,30,15,25,30,4,13
0.5,50,40,15,32,30,4,13
0.5,50,50,15,53,30,4,13
0.5,50,0,16,3,50,4,13
0.5,50,1,16,4,50,4,9
0.5,50,3,16,5,50,4,13
0.5,50,5,16,6,50,4,13
0.5,50,10,16,10,50,4,13
0.5,50,20,16,17,20,6,13
0.5,50,30,16,33,30,4,13
0.5,50,40,16,43,30,4,13
0.5,50,50,16,40,30,4,13
0.5,50,0,17,3,50,4,7
0.5,50,1,17,4,30,6,7
0.5,50,3,17,5,50,4,7
0.5,50,5,17,8,30,4,11
0.5,50,10,17,10,50,4,7
0.5,50,20,17,17,30,4,13
0.5,50,30,17,25,30,4,13
0.5,50,40,17,22,30,4,9
0.5,50,50,17,40,30,4,13
0.5,50,0,18,3,50,4,13
0.5,50,1,18,3,50,4,7
0.5,50,3,18,5,50,4,7
0.5,50,5,18,5,50,4,9
0.5,50,10,18,13,30,4,11
0.5,50,20,18,23,30,4,13
0.5,50,30,18,25,30,4,13
0.5,50,40,18,32,30,4,13
0.5,50,50,18,53,30,4,13
0.5,50,0,19,3,50,4,9
0.5,50,1,19,4,30,6,7
0.5,50,3,19,4,50,4,7
0.5,50,5,19,6,30,4,13
0.5,50,10,19,10,30,6,11
0.5,50,20,19,12,30,4,13
0.5,50,30,19,25,30,4,9
0.5,50,40,19,32,30,4,13
0.5,50,50,19,53,30,4,9
0.5,50,0,20,3,50,4,11
0.5,50,1,20,4,50,4,9
0.5,50,3,20,5,50,4,5
0.5,50,5,20,8,50,4,7
0.5,50,10,20,10,50,4,9
0.5,50,20,20,17,30,4,13
0.5,50,30,20,33,30,4,13
0.5,50,40,20,43,20,6,13
0.5,50,50,20,53,20,6,13
0.5,50,0,21,3,50,4,11
0.5,50,1,21,3,30,6,13
0.5,50,3,21,4,20,6,9
0.5,50,5,21,6,30,6,13
0.5,50,10,21,10,30,4,13
0.5,50,20,21,23,30,4,13
0.5,50,30,21,33,30,4,13
0.5,50,40,21,43,30,4,11
0.5,50,50,21,53,30,4,13
0.5,50,0,22,3,50,4,7
0.5,50,1,22,3,50,4,9
0.5,50,3,22,6,30,6,5
0.5,50,5,22,8,50,4,9
0.5,50,10,22,13,20,6,9
0.5,50,20,22,17,30,4,13
0.5,50,30,22,25,30,4,13
0.5,50,40,22,43,30,4,13
0.5,50,50,22,40,30,4,13
0.5,50,0,23,3,50,4,7
0.5,50,1,23,3,50,4,7
0.5,50,3,23,6,50,4,7
0.5,50,5,23,8,50,4,13
0.5,50,10,23,10,30,4,9
0.5,50,20,23,23,30,4,13
0.5,50,30,23,25,30,4,13
0.5,50,40,23,43,30,4,13
0.5,50,50,23,53,30,4,13
0.5,50,0,24,3,50,4,13
0.5,50,1,24,4,50,4,9
0.5,50,3,24,5,50,4,13
0.5,50,5,24,6,50,4,13
0.5,50,10,24,10,30,4,11
0.5,50,20,24,23,30,4,13
0.5,50,30,24,25,30,4,13
0.5,50,40,24,43,30,4,13
0.5,50,50,24,40,30,4,13
0.5,50,0,25,3,30,6,13
0.5,50,1,25,4,50,4,5
0.5,50,3,25,4,50,4,7
0.5,50,5,25,8,50,4,13
0.5,50,10,25,13,50,4,11
0.5,50,20,25,12,30,4,13
0.5,50,30,25,25,50,4,13
0.5,50,40,25,32,30,4,13
0.5,50,50,25,53,30,4,13
0.5,50,0,26,3,50,4,7
0.5,50,1,26,4,50,4,9
0.5,50,3,26,5,50,4,11
0.5,50,5,26,8,50,4,13
0.5,50,10,26,13,50,4,11
0.5,50,20,26,17,30,4,13
0.5,50,30,26,33,30,4,13
0.5,50,40,26,22,30,4,13
0.5,50,50,26,27,30,4,13
0.5,50,0,27,3,50,4,13
0.5,50,1,27,4,50,4,7
0.5,50,3,27,5,50,4,9
0.5,50,5,27,8,50,4,13
0.5,50,10,27,10,50,4,13
0.5,50,20,27,17,20,6,13
0.5,50,30,27,25,30,4,9
0.5,50,40,27,22,30,4,13
0.5,50,50,27,53,30,4,13
0.5,50,0,28,3,50,4,7
0.5,50,1,28,4,50,4,7
0.5,50,3,28,5,50,4,5
0.5,50,5,28,6,50,4,11
0.5,50,10,28,13,20,6,9
0.5,50,20,28,17,20,6,13
0.5,50,30,28,25,30,4,13
0.5,50,40,28,43,30,4,13
0.5,50,50,28,40,20,4,13
0.5,50,0,29,3,50,4,9
0.5,50,1,29,4,50,4,5
0.5,50,3,29,6,20,6,7
0.5,50,5,29,8,30,6,7
0.5,50,10,29,10,20,6,9
0.5,50,20,29,17,30,4,9
0.5,50,30,29,33,20,6,13
0.5,50,40,29,32,30,4,13
0.5,50,50,29,40,20,6,13
0.5,50,0,30,2,50,4,13
0.5,50,1,30,2,50,4,11
0.5,50,3,30,5,50,4,7
0.5,50,5,30,8,30,4,5
0.5,50,10,30,10,30,4,11
0.5,50,20,30,23,30,4,13
0.5,50,30,30,25,30,4,13
0.5,50,40,30,32,30,4,11
0.5,50,50,30,40,30,4,13
1,10,0,1,2,20,4,13
1,10,1,1,2,10,4,13
1,10,3,1,2,10,4,13
1,10,5,1,2,3,4,5
1,10,10,1,2,3,4,9
1,10,20,1,2,3,6,13
1,10,30,1,2,5,6,13
1,10,40,1,2,5,4,7
1,10,50,1,2,5,4,13
1,10,0,2,2,20,4,11
1,10,1,2,2,10,4,11
1,10,3,2,3,10,4,9
1,10,5,2,3,10,4,7
1,10,10,2,2,10,4,13
1,10,20,2,12,10,4,13
1,10,30,2,17,5,4,13
1,10,40,2,2,10,4,5
1,10,50,2,27,10,4,13
1,10,0,3,2,20,4,13
1,10,1,3,2,10,4,13
1,10,3,3,2,5,4,13
1,10,5,3,2,5,4,13
1,10,10,3,2,10,4,9
1,10,20,3,2,5,4,9
1,10,30,3,9,3,4,7
1,10,40,3,12,5,4,13
1,10,50,3,14,3,4,13
1,10,0,4,2,20,4,13
1,10,1,4,2,30,4,13
1,10,3,4,2,10,4,7
1,10,5,4,2,5,4,7
1,10,10,4,2,20,4,11
1,10,20,4,2,5,4,5
1,10,30,4,2,5,4,5
1,10,40,4,2,5,4,11
1,10,50,4,2,10,4,9
1,10,0,5,2,30,4,7
1,10,1,5,2,30,4,13
1,10,3,5,2,20,4,13
1,10,5,5,2,20,4,7
1,10,10,5,2,10,6,5
1,10,20,5,2,10,6,5
1,10,30,5,2,10,4,5
1,10,40,5,2,5,4,7
1,10,50,5,2,10,4,9
1,10,0,6,2,20,4,5
1,10,1,6,2,20,4,13
1,10,3,6,2,30,4,13
1,10,5,6,2,5,4,9
1,10,10,6,2,20,4,9
1,10,20,6,2,10,4,7
1,10,30,6,2,10,4,13
1,10,40,6,2,10,4,13
1,10,50,6,2,20,4,7
1,10,0,7,2,20,4,5
1,10,1,7,2,20,4,13
1,10,3,7,2,20,4,13
1,10,5,7,2,20,4,7
1,10,10,7,7,10,6,13
1,10,20,7,2,20,4,13
1,10,30,7,2,20,4,13
1,10,40,7,2,20,4,13
1,10,50,7,2,20,4,13
1,10,0,8,3,20,4,13
1,10,1,8,2,20,4,13
1,10,3,8,2,10,4,11
1,10,5,8,2,20,4,13
1,10,10,8,2,5,4,13
1,10,20,8,2,3,4,9
1,10,30,8,2,5,4,13
1,10,40,8,2,5,4,13
1,10,50,8,2,3,4,9
1,10,0,9,2,20,4,5
1,10,1,9,2,20,4,13
1,10,3,9,3,10,4,13
1,10,5,9,8,10,4,5
1,10,10,9,4,10,4,5
1,10,20,9,2,10,4,7
1,10,30,9,9,10,4,5
1,10,40,9,22,20,4,7
1,10,50,9,40,10,4,7
1,10,0,10,3,20,4,13
1,10,1,10,2,20,4,13
1,10,3,10,2,20,4,13
1,10,5,10,2,20,4,13
1,10,10,10,2,10,4,13
1,10,20,10,2,10,6,13
1,10,30,10,2,10,4,13
1,10,40,10,2,10,4,13
1,10,50,10,2,10,6,9
1,10,0,11,2,10,4,13
1,10,1,11,2,10,4,13
1,10,3,11,2,20,4,7
1,10,5,11,2,10,4,5
1,10,10,11,2,10,6,5
1,10,20,11,2,5,6,7
1,10,30,11,2,10,4,7
1,10,40,11,2,5,4,7
1,10,50,11,2,5,4,5
1,10,0,12,2,30,4,13
1,10,1,12,2,10,4,13
1,10,3,12,2,10,6,13
1,10,5,12,2,20,4,9
1,10,10,12,2,20,4,7
1,10,20,12,2,10,4,9
1,10,30,12,2,10,4,7
1,10,40,12,2,10,4,13
1,10,50,12,2,10,4,13
1,10,0,13,3,20,4,9
1,10,1,13,2,20,4,13
1,10,3,13,2,10,6,13
1,10,5,13,2,10,4,13
1,10,10,13,2,10,4,5
1,10,20,13,2,10,4,7
1,10,30,13,2,10,4,13
1,10,40,13,2,5,4,13
1,10,50,13,14,10,4,13
1,10,0,14,2,10,4,13
1,10,1,14,2,10,6,13
1,10,3,14,2,10,4,13
1,10,5,14,2,10,4,13
1,10,10,14,2,10,6,13
1,10,20,14,2,10,4,5
1,10,30,14,2,10,4,13
1,10,40,14,2,10,4,13
1,10,50,14,2,20,4,13
1,10,0,15,2,20,4,13
1,10,1,15,2,20,4,13
1,10,3,15,2,20,4,5
1,10,5,15,2,20,4,7
1,10,10,15,2,10,4,9
1,10,20,15,2,20,4,9
1,10,30,15,9,20,4,13
1,10,40,15,2,10,4,13
1,10,50,15,2,10,4,13
1,10,0,16,2,20,4,13
1,10,1,16,2,20,4,13
1,10,3,16,2,20,4,11
1,10,5,16,2,20,4,9
1,10,10,16,2,20,4,9
1,10,20,16,2,10,4,11
1,10,30,16,2,10,4,5
1,10,40,16,2,20,4,5
1,10,50,16,2,10,4,7
1,10,0,17,2,20,4,13
1,10,1,17,2,10,6,13
1,10,3,17,2,10,4,13
1,10,5,17,2,20,4,9
1,10,10,17,2,10,4,7
1,10,20,17,2,20,4,5
1,10,30,17,2,20,4,13
1,10,40,17,2,20,4,13
1,10,50,17,2,10,4,13
1,10,0,18,2,20,4,5
1,10,1,18,2,20,4,13
1,10,3,18,2,20,4,9
1,10,5,18,2,5,4,7
1,10,10,18,2,3,4,7
1,10,20,18,2,3,6,11
1,10,30,18,2,5,4,13
1,10,40,18,2,5,4,13
1,10,50,18,2,10,4,13
1,10,0,19,3,20,4,13
1,10,1,19,2,20,4,13
1,10,3,19,2,20,4,13
1,10,5,19,2,20,4,11
1,10,10,19,2,10,4,7
1,10,20,19,2,20,4,7
1,10,30,19,2,20,4,5
1,10,40,19,2,20,4,13
1,10,50,19,2,5,4,13
1,10,0,20,2,20,4,5
1,10,1,20,2,20,4,13
1,10,3,20,2,20,4,5
1,10,5,20,2,20,4,7
1,10,10,20,2,20,4,7
1,10,20,20,2,10,4,5
1,10,30,20,2,10,4,11
1,10,40,20,2,10,4,13
1,10,50,20,2,10,4,13
1,10,0,21,2,20,4,13
1,10,1,21,2,20,4,13
1,10,3,21,2,10,6,13
1,10,5,21,2,10,4,7
1,10,10,21,2,10,4,7
1,10,20,21,12,10,4,11
1,10,30,21,2,10,4,7
1,10,40,21,2,10,6,13
1,10,50,21,2,20,4,13
1,10,0,22,2,30,4,5
1,10,1,22,2,20,4,13
1,10,3,22,2,20,4,13
1,10,5,22,2,3,4,9
1,10,10,22,2,5,6,7
1,10,20,22,2,10,4,13
1,10,30,22,2,10,4,13
1,10,40,22,2,10,4,5
1,10,50,22,2,10,4,13
1,10,0,23,2,20,4,13
1,10,1,23,2,20,6,13
1,10,3,23,2,10,4,13
1,10,5,23,2,20,4,13
1,10,10,23,2,10,6,13
1,10,20,23,2,10,4,13
1,10,30,23,2,5,4,13
1,10,40,23,2,10,6,7
1,10,50,23,2,5,4,7
1,10,0,24,2,20,4,13
1,10,1,24,2,20,4,13
1,10,3,24,2,20,4,13
1,10,5,24,2,20,4,7
1,10,10,24,2,5,4,13
1,10,20,24,2,10,4,7
1,10,30,24,2,10,4,9
1,10,40,24,2,5,4,9
1,10,50,24,2,3,4,11
1,10,0,25,2,20,4,13
1,10,1,25,2,20,4,13
1,10,3,25,3,20,4,13
1,10,5,25,5,20,4,13
1,10,10,25,2,10,4,7
1,10,20,25,2,20,4,11
1,10,30,25,2,5,4,7
1,10,40,25,2,10,4,7
1,10,50,25,2,10,4,9
1,10,0,26,2,20,4,13
1,10,1,26,2,10,4,5
1,10,3,26,2,10,4,11
1,10,5,26,2,10,4,11
1,10,10,26,2,10,4,7
1,10,20,26,2,10,4,13
1,10,30,26,17,10,4,13
1,10,40,26,12,10,4,11
1,10,50,26,14,10,6,13
1,10,0,27,2,20,4,13
1,10,1,27,2,30,4,13
1,10,3,27,2,20,4,7
1,10,5,27,2,5,4,7
1,10,10,27,2,10,4,13
1,10,20,27,2,20,4,13
1,10,30,27,2,2,4,13
1,10,40,27,22,10,6,13
1,10,50,27,2,10,4,13
1,10,0,28,2,20,4,11
1,10,1,28,2,20,6,13
1,10,3,28,2,10,4,9
1,10,5,28,2,10,6,7
1,10,10,28,2,20,4,7
1,10,20,28,2,20,4,13
1,10,30,28,2,10,4,13
1,10,40,28,2,20,4,9
1,10,50,28,2,10,4,13
1,10,0,29,2,20,4,5
1,10,1,29,2,20,4,13
1,10,3,29,2,20,4,13
1,10,5,29,2,20,4,9
1,10,10,29,2,10,4,13
1,10,20,29,2,10,4,13
1,10,30,29,2,5,4,13
1,10,40,29,2,10,4,13
1,10,50,29,2,10,4,13
1,10,0,30,3,20,4,13
1,10,1,30,2,20,4,13
1,10,3,30,2,20,4,11
1,10,5,30,2,20,4,7
1,10,10,30,4,20,4,5
1,10,20,30,2,20,4,7
1,10,30,30,2,10,6,9
1,10,40,30,2,20,4,11
1,10,50,30,2,5,6,13
1,20,0,1,2,20,4,11
1,20,1,1,4,10,6,13
1,20,3,1,2,30,4,13
1,20,5,1,2,30,4,13
1,20,10,1,2,20,6,13
1,20,20,1,2,20,4,13
1,20,30,1,2,10,6,5
1,20,40,1,2,20,4,11
1,20,50,1,2,20,4,13
1,20,0,2,3,30,4,5
1,20,1,2,3,20,4,5
1,20,3,2,5,20,4,7
1,20,5,2,5,20,6,5
1,20,10,2,7,20,6,5
1,20,20,2,12,20,4,7
1,20,30,2,17,20,4,13
1,20,40,2,12,20,4,9
1,20,50,2,27,20,4,5
1,20,0,3,2,30,4,9
1,20,1,3,2,20,6,5
1,20,3,3,2,10,4,13
1,20,5,3,2,30,4,13
1,20,10,3,2,30,4,5
1,20,20,3,2,20,4,13
1,20,30,3,2,30,4,13
1,20,40,3,2,20,4,13
1,20,50,3,2,20,4,13
1,20,0,4,3,20,4,5
1,20,1,4,2,30,4,9
1,20,3,4,2,20,4,13
1,20,5,4,2,20,4,13
1,20,10,4,2,30,4,11
1,20,20,4,2,20,4,5
1,20,30,4,2,20,4,13
1,20,40,4,2,20,4,13
1,20,50,4,2,20,4,11
1,20,0,5,3,50,4,11
1,20,1,5,2,30,4,13
1,20,3,5,2,20,4,13
1,20,5,5,3,30,4,13
1,20,10,5,2,30,4,13
1,20,20,5,12,20,4,13
1,20,30,5,2,20,4,9
1,20,40,5,2,20,4,13
1,20,50,5,14,20,4,7
1,20,0,6,3,50,4,5
1,20,1,6,4,30,4,7
1,20,3,6,2,20,4,13
1,20,5,6,2,20,4,13
1,20,10,6,2,20,6,5
1,20,20,6,2,10,6,13
1,20,30,6,2,20,6,13
1,20,40,6,2,20,4,13
1,20,50,6,2,20,4,13
1,20,0,7,3,50,4,5
1,20,1,7,4,20,4,5
1,20,3,7,4,20,4,13
1,20,5,7,2,30,4,13
1,20,10,7,2,20,4,7
1,20,20,7,2,20,4,9
1,20,30,7,2,20,4,5
1,20,40,7,2,20,4,13
1,20,50,7,2,20,4,13
1,20,0,8,3,50,4,9
1,20,1,8,2,30,4,9
1,20,3,8,2,20,4,7
1,20,5,8,2,20,4,7
1,20,10,8,2,20,4,5
1,20,20,8,2,20,4,9
1,20,30,8,2,20,4,7
1,20,40,8,2,20,4,5
1,20,50,8,2,20,4,7
1,20,0,9,3,30,4,7
1,20,1,9,3,30,4,13
1,20,3,9,2,30,4,13
1,20,5,9,2,20,4,13
1,20,10,9,2,20,4,5
1,20,20,9,2,20,4,11
1,20,30,9,2,20,4,13
1,20,40,9,2,10,6,13
1,20,50,9,14,20,4,13
1,20,0,10,3,30,4,9
1,20,1,10,2,50,4,13
1,20,3,10,2,30,4,13
1,20,5,10,2,30,4,13
1,20,10,10,2,20,4,13
1,20,20,10,2,20,4,11
1,20,30,10,2,20,4,5
1,20,40,10,2,20,4,13
1,20,50,10,2,20,4,13
1,20,0,11,2,30,4,7
1,20,1,11,4,30,4,13
1,20,3,11,2,30,4,11
1,20,5,11,2,10,4,9
1,20,10,11,2,20,6,9
1,20,20,11,7,30,4,7
1,20,30,11,2,20,6,13
1,20,40,11,2,10,6,13
1,20,50,11,2,20,6,13
1,20,0,12,3,30,4,9
1,20,1,12,3,20,4,5
1,20,3,12,4,20,4,13
1,20,5,12,3,20,4,13
1,20,10,12,10,10,4,5
1,20,20,12,17,10,4,5
1,20,30,12,17,20,4,13
1,20,40,12,12,20,4,9
1,20,50,12,14,20,4,7
1,20,0,13,2,50,4,9
1,20,1,13,2,30,4,9
1,20,3,13,2,30,4,5
1,20,5,13,2,20,4,13
1,20,10,13,2,20,4,7
1,20,20,13,2,20,6,13
1,20,30,13,2,10,6,13
1,20,40,13,12,20,4,13
1,20,50,13,2,20,4,7
1,20,0,14,2,50,4,9
1,20,1,14,3,30,4,13
1,20,3,14,2,20,4,5
1,20,5,14,2,20,6,11
1,20,10,14,2,10,6,13
1,20,20,14,2,20,4,7
1,20,30,14,2,20,4,5
1,20,40,14,12,20,4,5
1,20,50,14,2,30,4,7
1,20,0,15,3,20,4,9
1,20,1,15,3,30,4,13
1,20,3,15,2,20,4,9
1,20,5,15,2,30,4,11
1,20,10,15,2,20,6,9
1,20,20,15,2,20,4,13
1,20,30,15,2,10,6,13
1,20,40,15,22,20,4,11
1,20,50,15,2,20,6,13
1,20,0,16,2,50,4,9
1,20,1,16,2,20,4,11
1,20,3,16,2,30,4,13
1,20,5,16,2,20,6,13
1,20,10,16,2,30,4,5
1,20,20,16,2,30,4,11
1,20,30,16,2,30,4,11
1,20,40,16,2,20,4,11
1,20,50,16,2,10,6,13
1,20,0,17,3,30,4,7
1,20,1,17,2,30,4,7
1,20,3,17,2,30,4,9
1,20,5,17,2,20,6,13
1,20,10,17,2,20,4,13
1,20,20,17,2,20,4,13
1,20,30,17,2,30,4,13
1,20,40,17,2,20,4,13
1,20,50,17,2,10,6,13
1,20,0,18,2,30,4,5
1,20,1,18,2,20,4,9
1,20,3,18,2,30,4,5
1,20,5,18,2,20,4,13
1,20,10,18,2,20,4,7
1,20,20,18,2,20,4,13
1,20,30,18,2,20,4,9
1,20,40,18,2,20,4,13
1,20,50,18,2,10,6,13
1,20,0,19,3,30,4,5
1,20,1,19,2,20,4,5
1,20,3,19,2,20,4,13
1,20,5,19,2,10,6,9
1,20,10,19,2,20,4,5
1,20,20,19,2,20,4,7
